_id,state,event,venue,Year,time,food_type,food,budget
00001c6a,Odisha,Baptism,Indoor,2015,Afternoon,,,146379
00001c6b,Karnataka,First Holy Communion,Both,2018,Morning,Vegetarian,,388975
00001c6c,Nagaland,Engagement,Indoor,2017,Morning,Non-vegetarian,,652270
00001c6d,Jharkhand,Birthday,Indoor,2013,Afternoon,Vegetarian,,760108
00001c6e,Punjab,Orientation,Indoor,2012,Morning,Non-vegetarian,,572418
00001c6f,Arunachal Pradesh,Conference,Outdoor,2012,Evening,Vegetarian,,1482006
00001c70,Meghalaya,Conference,Indoor,2016,Afternoon,Non-vegetarian,,284566
00001c71,Arunachal Pradesh,First Holy Communion,Outdoor,2015,Morning,Non-vegetarian,,709590
00001c72,Telangana,Wedding,Both,2017,Evening,Non-vegetarian,,760973
00001c73,Maharashtra,Conference,Outdoor,2016,Morning,,,885403
00001c74,Assam,First Holy Communion,Outdoor,2017,Afternoon,Specific,Kerala Style,504881
00001c75,Nagaland,Birthday,Outdoor,2012,Afternoon,Specific,North Indian,1093150
00001c76,West Bengal,Birthday,Outdoor,2019,Morning,Vegetarian,,582364
00001c77,Chhattisgarh,Birthday,Outdoor,2014,Evening,Vegetarian,,1121491
00001c78,Nagaland,Housewarming,Outdoor,2013,Morning,Vegetarian,,79387
00001c79,Assam,Baptism,Indoor,2013,Evening,,,651491
00001c7a,West Bengal,Engagement,Both,2016,Afternoon,Vegetarian,,255339
00001c7b,Rajasthan,Housewarming,Both,2017,Morning,Non-vegetarian,,1288069
00001c7c,Nagaland,Conference,Outdoor,2015,Morning,Vegetarian,,736908
00001c7d,Madhya Pradesh,Wedding,Outdoor,2017,Afternoon,Specific,North Indian,1715913
00001c7e,Goa,Orientation,Outdoor,2010,Evening,Specific,North-East Style,527484
00001c7f,Bihar,Housewarming,Outdoor,2019,Evening,,,549353
00001c80,Jharkhand,First Holy Communion,Outdoor,2010,Morning,Vegetarian,,884060
00001c81,Assam,Engagement,Both,2011,Morning,,,1147999
00001c82,Arunachal Pradesh,Orientation,Indoor,2016,Morning,Vegetarian,,906858
00001c83,Goa,First Holy Communion,Both,2014,Evening,Specific,South Indian,481704
00001c84,Arunachal Pradesh,First Holy Communion,Both,2010,Evening,,,264894
00001c85,Haryana,Baptism,Both,2013,Morning,Vegetarian,,862182
00001c86,Jharkhand,Housewarming,Outdoor,2017,Morning,,,1646888
00001c87,Andhra Pradesh,Wedding,Outdoor,2013,Morning,Vegetarian,,871493
00001c88,West Bengal,Birthday,Outdoor,2013,Morning,Non-vegetarian,,176128
00001c89,Sikkim,Engagement,Outdoor,2013,Evening,Specific,South Indian,762474
00001c8a,Haryana,Orientation,Indoor,2010,Afternoon,Specific,South Indian,727590
00001c8b,Goa,First Holy Communion,Both,2019,Afternoon,,,663362
00001c8c,Andhra Pradesh,First Holy Communion,Both,2018,Evening,Vegetarian,,1131575
00001c8d,West Bengal,Orientation,Outdoor,2018,Evening,Non-vegetarian,,1504931
00001c8e,Assam,Baptism,Indoor,2018,Evening,Non-vegetarian,,1169490
00001c8f,Uttar Pradesh,Orientation,Both,2018,Morning,Non-vegetarian,,1974314
00001c90,Goa,Engagement,Indoor,2011,Morning,Specific,South Indian,579356
00001c91,Punjab,Housewarming,Both,2014,Evening,Specific,Kerala Style,881244
00001c92,Arunachal Pradesh,Engagement,Indoor,2015,Morning,,,676597
00001c93,Punjab,Baptism,Both,2013,Evening,Vegetarian,,1176749
00001c94,Chhattisgarh,Baptism,Indoor,2018,Evening,Non-vegetarian,,1337789
00001c95,Uttarakhand,Baptism,Indoor,2010,Evening,Vegetarian,,1490703
00001c96,Bihar,Baptism,Both,2014,Afternoon,Vegetarian,,1370894
00001c97,Goa,Engagement,Both,2017,Morning,Specific,North-East Style,944090
00001c98,Uttar Pradesh,Engagement,Outdoor,2011,Morning,Vegetarian,,1083735
00001c99,Assam,Conference,Both,2015,Afternoon,Vegetarian,,1014897
00001c9a,Chhattisgarh,First Holy Communion,Indoor,2019,Afternoon,,,1395186
00001c9b,Himachal Pradesh,Birthday,Both,2013,Morning,,,1300633
00001c9c,Uttarakhand,Baptism,Both,2013,Evening,Non-vegetarian,,1840470
00001c9d,Andhra Pradesh,Wedding,Outdoor,2013,Evening,Non-vegetarian,,1228163
00001c9e,Haryana,Orientation,Indoor,2016,Evening,Vegetarian,,562720
00001c9f,Manipur,First Holy Communion,Both,2014,Afternoon,Vegetarian,,145956
00001ca0,Sikkim,Engagement,Outdoor,2010,Evening,Specific,North-East Style,561416
00001ca1,Kerala,Conference,Outdoor,2019,Morning,,,1493540
00001ca2,Tamil Nadu,Engagement,Indoor,2012,Evening,Vegetarian,,1033524
00001ca3,Telangana,Birthday,Indoor,2014,Evening,Vegetarian,,130466
00001ca4,Telangana,Baptism,Indoor,2010,Evening,Non-vegetarian,,1243799
00001ca5,Madhya Pradesh,Baptism,Both,2011,Evening,Specific,North-East Style,1558526
00001ca6,Gujarat,Conference,Both,2011,Evening,Specific,Goan,292032
00001ca7,Tripura,First Holy Communion,Indoor,2013,Evening,,,1376359
00001ca8,Madhya Pradesh,Wedding,Both,2010,Afternoon,Non-vegetarian,,646785
00001ca9,Jharkhand,Conference,Both,2010,Evening,Non-vegetarian,,69047
00001caa,Kerala,Housewarming,Indoor,2013,Evening,,,1423003
00001cab,Manipur,Birthday,Outdoor,2019,Morning,Vegetarian,,341890
00001cac,Manipur,Birthday,Both,2015,Morning,Non-vegetarian,,752169
00001cad,Telangana,Housewarming,Outdoor,2013,Afternoon,Specific,Kerala Style,397708
00001cae,Meghalaya,Baptism,Outdoor,2014,Morning,Non-vegetarian,,1777617
00001caf,Gujarat,First Holy Communion,Outdoor,2018,Afternoon,,,1555307
00001cb0,Himachal Pradesh,Birthday,Indoor,2019,Morning,Specific,North-East Style,1352025
00001cb1,Uttar Pradesh,Wedding,Outdoor,2011,Evening,Vegetarian,,1034377
00001cb2,Tripura,First Holy Communion,Outdoor,2012,Evening,Vegetarian,,1417078
00001cb3,Assam,Engagement,Both,2014,Morning,Specific,Goan,315967
00001cb4,Rajasthan,Baptism,Both,2017,Evening,Vegetarian,,60004
00001cb5,Kerala,First Holy Communion,Both,2010,Afternoon,,,1594074
00001cb6,Karnataka,Birthday,Indoor,2013,Afternoon,Specific,South Indian,991389
00001cb7,Uttarakhand,Conference,Outdoor,2013,Afternoon,Vegetarian,,231410
00001cb8,Uttarakhand,First Holy Communion,Outdoor,2015,Afternoon,Specific,North Indian,815545
00001cb9,Rajasthan,First Holy Communion,Indoor,2013,Evening,,,1093321
00001cba,Sikkim,Baptism,Outdoor,2010,Evening,Specific,Kerala Style,1692153
00001cbb,Manipur,Birthday,Both,2014,Afternoon,Specific,Goan,1427196
00001cbc,Rajasthan,Conference,Both,2018,Afternoon,Vegetarian,,1815557
00001cbd,Tripura,Engagement,Indoor,2016,Evening,Specific,Kerala Style,1690130
00001cbe,Kerala,Orientation,Indoor,2016,Morning,Non-vegetarian,,339574
00001cbf,Punjab,Orientation,Indoor,2011,Afternoon,Non-vegetarian,,153176
00001cc0,Uttar Pradesh,Orientation,Outdoor,2018,Afternoon,Vegetarian,,1400775
00001cc1,Karnataka,Wedding,Outdoor,2019,Afternoon,Specific,North Indian,913852
00001cc2,Rajasthan,First Holy Communion,Both,2010,Morning,Specific,Goan,131238
00001cc3,Arunachal Pradesh,Engagement,Indoor,2016,Morning,,,1376169
00001cc4,Telangana,First Holy Communion,Outdoor,2016,Afternoon,Specific,South Indian,478465
00001cc5,Tamil Nadu,Engagement,Both,2014,Evening,Vegetarian,,352933
00001cc6,Kerala,Wedding,Both,2018,Evening,Non-vegetarian,,1089657
00001cc7,Karnataka,Baptism,Both,2017,Morning,Non-vegetarian,,1458032
00001cc8,Kerala,Conference,Indoor,2011,Morning,,,121424
00001cc9,Madhya Pradesh,Wedding,Indoor,2016,Evening,,,426136
00001cca,Chhattisgarh,Housewarming,Outdoor,2016,Evening,Vegetarian,,1818491
00001ccb,Rajasthan,Wedding,Outdoor,2013,Afternoon,,,1836041
00001ccc,Assam,Conference,Both,2010,Morning,Vegetarian,,145862
00001ccd,Rajasthan,Baptism,Indoor,2012,Morning,Specific,Goan,326852
00001cce,Karnataka,Birthday,Both,2012,Evening,Specific,North Indian,1200635
00001ccf,Arunachal Pradesh,Housewarming,Outdoor,2017,Afternoon,Specific,Goan,1556003
00001cd0,Kerala,Orientation,Indoor,2016,Afternoon,Non-vegetarian,,301958
00001cd1,Meghalaya,Wedding,Indoor,2012,Afternoon,Specific,Goan,460272
00001cd2,Chhattisgarh,Wedding,Indoor,2016,Morning,Vegetarian,,1312728
00001cd3,Punjab,Birthday,Both,2015,Afternoon,,,1630604
00001cd4,Tamil Nadu,First Holy Communion,Both,2017,Evening,,,780843
00001cd5,Nagaland,Engagement,Outdoor,2018,Morning,Specific,South Indian,1497203
00001cd6,Andhra Pradesh,Wedding,Indoor,2017,Morning,Vegetarian,,1318663
00001cd7,Jharkhand,Housewarming,Indoor,2019,Morning,Specific,Kerala Style,1250746
00001cd8,Punjab,Engagement,Outdoor,2013,Morning,Specific,North Indian,1548698
00001cd9,Andhra Pradesh,Wedding,Outdoor,2015,Morning,Non-vegetarian,,1766081
00001cda,Jharkhand,Housewarming,Both,2014,Evening,Non-vegetarian,,288676
00001cdb,Karnataka,Orientation,Indoor,2015,Afternoon,Specific,South Indian,1374652
00001cdc,Tamil Nadu,Conference,Indoor,2017,Morning,Vegetarian,,582452
00001cdd,Punjab,First Holy Communion,Indoor,2015,Morning,Vegetarian,,1410406
00001cde,Tamil Nadu,First Holy Communion,Indoor,2019,Afternoon,Vegetarian,,274376
00001cdf,Himachal Pradesh,First Holy Communion,Outdoor,2011,Morning,Specific,North-East Style,1769580
00001ce0,Nagaland,Wedding,Outdoor,2015,Afternoon,Vegetarian,,1408052
00001ce1,Himachal Pradesh,Engagement,Outdoor,2010,Evening,,,1936224
00001ce2,Uttarakhand,Engagement,Indoor,2012,Morning,Specific,Kerala Style,1208318
00001ce3,Andhra Pradesh,First Holy Communion,Outdoor,2015,Afternoon,Specific,South Indian,1038357
00001ce4,Sikkim,Conference,Outdoor,2013,Afternoon,Specific,Kerala Style,485658
00001ce5,West Bengal,Wedding,Indoor,2017,Afternoon,Vegetarian,,366903
00001ce6,Sikkim,Wedding,Outdoor,2014,Morning,Specific,Goan,1574971
00001ce7,Mizoram,Wedding,Indoor,2013,Evening,Vegetarian,,1067977
00001ce8,Goa,Birthday,Indoor,2016,Evening,Specific,North Indian,472935
00001ce9,Mizoram,Conference,Both,2012,Morning,Specific,South Indian,934124
00001cea,Karnataka,Conference,Outdoor,2015,Evening,Non-vegetarian,,140966
00001ceb,Karnataka,Wedding,Both,2013,Morning,Specific,North-East Style,932837
00001cec,Tamil Nadu,Engagement,Indoor,2018,Evening,,,1296297
00001ced,Gujarat,Wedding,Outdoor,2016,Afternoon,Specific,North-East Style,282496
00001cee,Tamil Nadu,Baptism,Indoor,2014,Morning,Specific,Kerala Style,1092937
00001cef,Maharashtra,First Holy Communion,Outdoor,2015,Afternoon,Vegetarian,,1667118
00001cf0,Kerala,Baptism,Both,2011,Evening,,,1942424
00001cf1,Tamil Nadu,Conference,Indoor,2019,Evening,Vegetarian,,1097860
00001cf2,Mizoram,Conference,Outdoor,2017,Evening,,,388474
00001cf3,Odisha,Baptism,Indoor,2015,Morning,Non-vegetarian,,1566652
00001cf4,Rajasthan,Birthday,Both,2014,Evening,Vegetarian,,616839
00001cf5,Manipur,Birthday,Indoor,2016,Morning,Specific,Goan,401922
00001cf6,Odisha,Conference,Both,2017,Evening,,,90050
00001cf7,Punjab,Birthday,Both,2010,Morning,,,1424714
00001cf8,Nagaland,Engagement,Indoor,2017,Evening,Non-vegetarian,,1723139
00001cf9,Tripura,Conference,Outdoor,2015,Evening,Vegetarian,,1285923
00001cfa,Punjab,Birthday,Both,2016,Morning,,,1499424
00001cfb,Bihar,Birthday,Indoor,2017,Evening,Non-vegetarian,,406262
00001cfc,Tripura,Housewarming,Outdoor,2016,Afternoon,Non-vegetarian,,1671259
00001cfd,Madhya Pradesh,Engagement,Indoor,2018,Evening,Non-vegetarian,,1211057
00001cfe,Uttar Pradesh,Conference,Indoor,2019,Afternoon,Non-vegetarian,,1712608
00001cff,Kerala,Birthday,Outdoor,2018,Evening,Non-vegetarian,,741356
00001d00,Himachal Pradesh,Conference,Both,2017,Evening,Specific,South Indian,1558857
00001d01,Himachal Pradesh,Baptism,Indoor,2011,Afternoon,,,1401936
00001d02,Arunachal Pradesh,Housewarming,Outdoor,2014,Evening,,,436278
00001d03,Nagaland,Orientation,Indoor,2017,Evening,Vegetarian,,1243516
00001d04,Andhra Pradesh,First Holy Communion,Indoor,2017,Afternoon,Specific,South Indian,1998239
00001d05,Meghalaya,Engagement,Outdoor,2014,Afternoon,Vegetarian,,133889
00001d06,Telangana,Birthday,Outdoor,2016,Evening,Non-vegetarian,,588167
00001d07,Karnataka,Baptism,Outdoor,2013,Morning,,,1948015
00001d08,Nagaland,Housewarming,Outdoor,2017,Morning,Non-vegetarian,,1626510
00001d09,Chhattisgarh,Baptism,Indoor,2019,Evening,Non-vegetarian,,1590965
00001d0a,Uttarakhand,Wedding,Both,2016,Afternoon,,,1403565
00001d0b,Tripura,Housewarming,Both,2012,Afternoon,Vegetarian,,893464
00001d0c,Madhya Pradesh,Engagement,Both,2014,Afternoon,Specific,South Indian,1925149
00001d0d,Manipur,First Holy Communion,Outdoor,2017,Morning,Vegetarian,,1703177
00001d0e,Nagaland,Conference,Indoor,2017,Morning,,,1150372
00001d0f,Madhya Pradesh,Housewarming,Outdoor,2013,Evening,,,1753360
00001d10,Jharkhand,Housewarming,Indoor,2019,Afternoon,Specific,Goan,860270
00001d11,Goa,Housewarming,Indoor,2015,Afternoon,,,1691990
00001d12,Mizoram,First Holy Communion,Outdoor,2017,Afternoon,Non-vegetarian,,580639
00001d13,Uttar Pradesh,Baptism,Both,2013,Morning,,,1650306
00001d14,Telangana,Orientation,Outdoor,2014,Afternoon,Vegetarian,,466049
00001d15,West Bengal,Conference,Indoor,2018,Morning,Non-vegetarian,,513341
00001d16,Assam,Birthday,Outdoor,2011,Morning,,,1777012
00001d17,Andhra Pradesh,Conference,Both,2018,Evening,Specific,Goan,821536
00001d18,West Bengal,Housewarming,Outdoor,2016,Afternoon,Specific,Kerala Style,623187
00001d19,Mizoram,Housewarming,Outdoor,2018,Morning,Specific,South Indian,1961836
00001d1a,Tamil Nadu,Birthday,Indoor,2010,Afternoon,Non-vegetarian,,1921113
00001d1b,Odisha,Housewarming,Both,2018,Afternoon,Vegetarian,,1400053
00001d1c,Tamil Nadu,Conference,Indoor,2011,Morning,Vegetarian,,1699453
00001d1d,Goa,Orientation,Outdoor,2017,Afternoon,,,164410
00001d1e,Rajasthan,Orientation,Both,2014,Evening,Vegetarian,,1506891
00001d1f,Karnataka,Housewarming,Indoor,2012,Afternoon,Non-vegetarian,,1973625
00001d20,Gujarat,Engagement,Outdoor,2017,Morning,Vegetarian,,1234248
00001d21,Kerala,Engagement,Outdoor,2017,Afternoon,Specific,North-East Style,1808629
00001d22,Tripura,Baptism,Outdoor,2014,Afternoon,Non-vegetarian,,1336781
00001d23,Assam,Conference,Both,2012,Evening,Non-vegetarian,,1675821
00001d24,Karnataka,Conference,Both,2012,Morning,Specific,North Indian,481541
00001d25,Mizoram,Baptism,Both,2014,Morning,Vegetarian,,93398
00001d26,Himachal Pradesh,Engagement,Indoor,2017,Afternoon,Vegetarian,,297535
00001d27,Gujarat,Birthday,Outdoor,2015,Afternoon,Specific,Goan,1732389
00001d28,Mizoram,Baptism,Indoor,2015,Morning,,,439334
00001d29,Odisha,Conference,Both,2015,Evening,Specific,South Indian,1824670
00001d2a,Maharashtra,Conference,Indoor,2013,Morning,Specific,Goan,52862
00001d2b,Uttar Pradesh,Orientation,Indoor,2019,Morning,,,1166665
00001d2c,Punjab,Birthday,Both,2014,Morning,Non-vegetarian,,210569
00001d2d,Uttarakhand,Housewarming,Outdoor,2013,Afternoon,Vegetarian,,924791
00001d2e,Rajasthan,Birthday,Outdoor,2011,Evening,Non-vegetarian,,914852
00001d2f,Sikkim,Engagement,Both,2019,Afternoon,,,1910490
00001d30,Uttar Pradesh,Conference,Indoor,2018,Evening,Specific,Goan,293462
00001d31,Meghalaya,Engagement,Both,2012,Morning,Specific,South Indian,1534600
00001d32,Karnataka,Engagement,Indoor,2016,Morning,Vegetarian,,1200524
00001d33,Tamil Nadu,Orientation,Both,2015,Morning,,,1559462
00001d34,Uttar Pradesh,Wedding,Indoor,2011,Morning,Specific,Kerala Style,1238256
00001d35,Jharkhand,Birthday,Indoor,2012,Morning,Non-vegetarian,,1246539
00001d36,Assam,Wedding,Both,2016,Morning,Vegetarian,,1816703
00001d37,Assam,Wedding,Indoor,2014,Evening,,,229241
00001d38,Sikkim,Wedding,Indoor,2013,Afternoon,,,525943
00001d39,Meghalaya,Conference,Both,2018,Evening,Vegetarian,,1439436
00001d3a,Nagaland,Wedding,Indoor,2011,Evening,Vegetarian,,426723
00001d3b,Rajasthan,Orientation,Indoor,2018,Afternoon,Specific,North-East Style,1889286
00001d3c,Tamil Nadu,Baptism,Outdoor,2011,Morning,Non-vegetarian,,1834177
00001d3d,Andhra Pradesh,Baptism,Indoor,2015,Morning,Specific,North Indian,979712
00001d3e,Punjab,Conference,Both,2010,Morning,,,1821679
00001d3f,Mizoram,Orientation,Outdoor,2016,Afternoon,Specific,Kerala Style,1268292
00001d40,Maharashtra,Engagement,Indoor,2017,Evening,Vegetarian,,973082
00001d41,Kerala,Birthday,Outdoor,2012,Afternoon,Vegetarian,,1495789
00001d42,Mizoram,Engagement,Outdoor,2012,Morning,Non-vegetarian,,1105471
00001d43,Rajasthan,Wedding,Indoor,2018,Morning,Vegetarian,,414221
00001d44,Odisha,First Holy Communion,Outdoor,2010,Evening,,,885211
00001d45,Tamil Nadu,Conference,Outdoor,2019,Evening,Non-vegetarian,,304577
00001d46,Goa,Baptism,Outdoor,2011,Morning,Vegetarian,,882908
00001d47,Andhra Pradesh,Wedding,Outdoor,2019,Morning,Vegetarian,,1030733
00001d48,Andhra Pradesh,Engagement,Outdoor,2015,Evening,Vegetarian,,199260
00001d49,Tamil Nadu,Conference,Indoor,2014,Evening,Non-vegetarian,,1500826
00001d4a,Nagaland,Engagement,Both,2015,Evening,Specific,North Indian,307954
00001d4b,Karnataka,Wedding,Outdoor,2010,Evening,Non-vegetarian,,429607
00001d4c,Madhya Pradesh,Housewarming,Both,2018,Afternoon,Vegetarian,,1339410
00001d4d,Meghalaya,Wedding,Both,2018,Morning,Non-vegetarian,,1008399
00001d4e,Uttar Pradesh,Engagement,Outdoor,2011,Morning,,,1173082
00001d4f,Haryana,Housewarming,Outdoor,2012,Evening,Non-vegetarian,,779954
00001d50,Uttarakhand,Engagement,Outdoor,2011,Afternoon,Non-vegetarian,,1328111
00001d51,Uttar Pradesh,First Holy Communion,Outdoor,2010,Evening,,,710606
00001d52,Mizoram,Baptism,Both,2011,Evening,Specific,Goan,1598052
00001d53,Meghalaya,Housewarming,Indoor,2012,Afternoon,Non-vegetarian,,1610613
00001d54,West Bengal,Birthday,Indoor,2010,Afternoon,,,1000572
00001d55,West Bengal,Birthday,Indoor,2011,Afternoon,,,1592056
00001d56,West Bengal,Baptism,Indoor,2017,Evening,Vegetarian,,1123385
00001d57,Tripura,Orientation,Outdoor,2019,Morning,,,889697
00001d58,Gujarat,Baptism,Indoor,2010,Evening,Non-vegetarian,,505674
00001d59,Madhya Pradesh,Birthday,Outdoor,2010,Morning,Non-vegetarian,,1167015
00001d5a,Bihar,Baptism,Outdoor,2011,Morning,,,1672763
00001d5b,Haryana,Engagement,Outdoor,2014,Morning,Vegetarian,,732029
00001d5c,Telangana,First Holy Communion,Outdoor,2019,Afternoon,Non-vegetarian,,66528
00001d5d,Karnataka,Engagement,Both,2016,Afternoon,,,145784
00001d5e,Karnataka,Wedding,Indoor,2010,Morning,,,789123
00001d5f,Gujarat,Orientation,Outdoor,2013,Afternoon,Vegetarian,,1285329
00001d60,Gujarat,Orientation,Both,2013,Afternoon,Specific,Goan,546667
00001d61,Madhya Pradesh,Orientation,Indoor,2012,Evening,,,1767891
00001d62,Haryana,Wedding,Indoor,2018,Afternoon,Non-vegetarian,,816595
00001d63,Kerala,Wedding,Both,2015,Evening,Specific,Goan,1834580
00001d64,Meghalaya,Orientation,Outdoor,2016,Morning,Specific,South Indian,1684661
00001d65,Chhattisgarh,Engagement,Both,2018,Morning,Specific,North-East Style,1428679
00001d66,Madhya Pradesh,Conference,Both,2018,Evening,Specific,South Indian,209626
00001d67,Odisha,Baptism,Indoor,2010,Morning,Vegetarian,,1356738
00001d68,Jharkhand,First Holy Communion,Outdoor,2019,Morning,,,1765537
00001d69,Rajasthan,Baptism,Indoor,2019,Morning,Non-vegetarian,,1833421
00001d6a,Assam,Wedding,Outdoor,2017,Evening,Non-vegetarian,,473414
00001d6b,Goa,Orientation,Both,2013,Evening,Specific,South Indian,699277
00001d6c,Tripura,Baptism,Both,2018,Morning,,,1991482
00001d6d,Karnataka,Housewarming,Outdoor,2019,Morning,Vegetarian,,1664487
00001d6e,Assam,Baptism,Both,2016,Morning,Non-vegetarian,,1196625
00001d6f,Odisha,Wedding,Both,2019,Afternoon,Specific,North Indian,201496
00001d70,Arunachal Pradesh,Housewarming,Indoor,2013,Morning,Non-vegetarian,,523552
00001d71,West Bengal,Housewarming,Indoor,2012,Afternoon,Vegetarian,,1111771
00001d72,Himachal Pradesh,Housewarming,Indoor,2013,Morning,Non-vegetarian,,204524
00001d73,Tamil Nadu,First Holy Communion,Outdoor,2014,Morning,,,585313
00001d74,Maharashtra,Wedding,Outdoor,2013,Evening,,,1137859
00001d75,Telangana,Birthday,Both,2015,Evening,Specific,Kerala Style,435932
00001d76,Mizoram,Birthday,Both,2010,Afternoon,Specific,North-East Style,141837
00001d77,Haryana,Engagement,Both,2012,Morning,Non-vegetarian,,415635
00001d78,Gujarat,Housewarming,Outdoor,2018,Evening,Specific,North Indian,1141262
00001d79,Kerala,Housewarming,Both,2015,Morning,,,560683
00001d7a,Assam,Birthday,Indoor,2016,Afternoon,Non-vegetarian,,1834704
00001d7b,Assam,Wedding,Both,2019,Evening,,,723394
00001d7c,Madhya Pradesh,Birthday,Outdoor,2010,Afternoon,,,400165
00001d7d,Andhra Pradesh,Wedding,Both,2016,Morning,Non-vegetarian,,845509
00001d7e,Sikkim,Orientation,Indoor,2017,Afternoon,,,1161557
00001d7f,Odisha,Birthday,Outdoor,2010,Evening,Vegetarian,,1667091
00001d80,Karnataka,First Holy Communion,Both,2017,Evening,,,86641
00001d81,Tamil Nadu,Baptism,Both,2019,Morning,,,369442
00001d82,Mizoram,Wedding,Indoor,2014,Morning,Specific,North Indian,468139
00001d83,Meghalaya,Engagement,Indoor,2016,Morning,Vegetarian,,1644491
00001d84,Uttarakhand,Birthday,Outdoor,2017,Afternoon,Vegetarian,,1327790
00001d85,Odisha,Conference,Outdoor,2015,Morning,Specific,South Indian,1670592
00001d86,Jharkhand,Birthday,Indoor,2017,Afternoon,,,1976198
00001d87,Chhattisgarh,Baptism,Outdoor,2014,Evening,,,268062
00001d88,Karnataka,First Holy Communion,Both,2014,Afternoon,Non-vegetarian,,1244233
00001d89,Tamil Nadu,Baptism,Both,2010,Afternoon,Specific,Kerala Style,865327
00001d8a,Sikkim,First Holy Communion,Both,2018,Evening,Non-vegetarian,,1217532
00001d8b,Andhra Pradesh,Birthday,Indoor,2012,Morning,Specific,Goan,769584
00001d8c,Arunachal Pradesh,Wedding,Outdoor,2018,Afternoon,Non-vegetarian,,634455
00001d8d,Sikkim,Wedding,Outdoor,2017,Afternoon,Specific,Goan,1710735
00001d8e,Mizoram,Orientation,Outdoor,2015,Afternoon,Specific,Kerala Style,1297308
00001d8f,Tripura,First Holy Communion,Outdoor,2018,Afternoon,Non-vegetarian,,1453717
00001d90,Meghalaya,Engagement,Indoor,2017,Afternoon,,,1691122
00001d91,Odisha,Engagement,Indoor,2019,Morning,,,1512228
00001d92,Chhattisgarh,First Holy Communion,Indoor,2011,Evening,Specific,Goan,1543904
00001d93,Kerala,Birthday,Outdoor,2014,Afternoon,Specific,South Indian,1215882
00001d94,Chhattisgarh,First Holy Communion,Both,2012,Morning,Vegetarian,,175960
00001d95,Telangana,Housewarming,Both,2012,Evening,Specific,South Indian,862683
00001d96,Telangana,Conference,Outdoor,2011,Afternoon,,,968833
00001d97,Telangana,First Holy Communion,Indoor,2015,Morning,Specific,Goan,210958
00001d98,Mizoram,First Holy Communion,Indoor,2013,Morning,,,430680
00001d99,Tamil Nadu,Orientation,Both,2012,Evening,,,1913759
00001d9a,Kerala,Orientation,Outdoor,2015,Afternoon,Specific,South Indian,636706
00001d9b,Madhya Pradesh,Conference,Indoor,2015,Evening,Non-vegetarian,,832408
00001d9c,Punjab,Wedding,Indoor,2015,Morning,,,350974
00001d9d,Uttar Pradesh,Conference,Outdoor,2011,Afternoon,Specific,North-East Style,1652422
00001d9e,Tamil Nadu,Orientation,Outdoor,2016,Afternoon,Non-vegetarian,,92909
00001d9f,Gujarat,First Holy Communion,Outdoor,2015,Afternoon,Vegetarian,,351164
00001da0,Odisha,Baptism,Outdoor,2011,Morning,,,406231
00001da1,Uttar Pradesh,Baptism,Outdoor,2012,Afternoon,Specific,Goan,936791
00001da2,Manipur,Wedding,Indoor,2017,Afternoon,Non-vegetarian,,1011224
00001da3,West Bengal,Wedding,Both,2013,Morning,Vegetarian,,1130508
00001da4,Nagaland,Orientation,Both,2018,Morning,Vegetarian,,1172156
00001da5,Kerala,Orientation,Outdoor,2018,Afternoon,,,1913957
00001da6,Mizoram,Birthday,Both,2010,Afternoon,Non-vegetarian,,1661213
00001da7,Chhattisgarh,Birthday,Both,2010,Afternoon,,,1209229
00001da8,Telangana,Wedding,Indoor,2016,Afternoon,Non-vegetarian,,503033
00001da9,Karnataka,Housewarming,Both,2012,Afternoon,Vegetarian,,1078454
00001daa,Uttarakhand,Birthday,Both,2016,Morning,Specific,South Indian,1189459
00001dab,Uttar Pradesh,Housewarming,Both,2019,Afternoon,,,1722743
00001dac,Gujarat,Wedding,Both,2010,Morning,Specific,Goan,1530993
00001dad,Karnataka,Birthday,Indoor,2014,Afternoon,Specific,North-East Style,579497
00001dae,Arunachal Pradesh,First Holy Communion,Both,2019,Afternoon,Specific,North Indian,564773
00001daf,Odisha,Conference,Indoor,2018,Evening,Specific,Kerala Style,911593
00001db0,Andhra Pradesh,Wedding,Indoor,2017,Afternoon,Specific,North Indian,1642043
00001db1,Punjab,Engagement,Indoor,2011,Afternoon,Non-vegetarian,,274157
00001db2,Mizoram,Orientation,Indoor,2016,Morning,Specific,Kerala Style,1393252
00001db3,Gujarat,Conference,Both,2016,Evening,Specific,North-East Style,888781
00001db4,Kerala,Baptism,Outdoor,2011,Evening,,,1955525
00001db5,Jharkhand,Housewarming,Outdoor,2011,Evening,Specific,Goan,299545
00001db6,Uttar Pradesh,Birthday,Outdoor,2018,Morning,,,1211735
00001db7,Andhra Pradesh,Wedding,Both,2017,Evening,Non-vegetarian,,79790
00001db8,Arunachal Pradesh,Engagement,Outdoor,2016,Morning,Non-vegetarian,,137404
00001db9,West Bengal,Wedding,Outdoor,2018,Afternoon,,,903238
00001dba,Maharashtra,First Holy Communion,Both,2018,Evening,Vegetarian,,1746367
00001dbb,Mizoram,Birthday,Outdoor,2015,Morning,Vegetarian,,100735
00001dbc,Madhya Pradesh,Baptism,Both,2018,Afternoon,Non-vegetarian,,1577108
00001dbd,Odisha,Engagement,Both,2017,Evening,Specific,North-East Style,1589912
